./input/Dataset_preproc/01_istance_K3_N15_M45_01.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
1,7,1,15,45,169,213,177,0.5309053510427475,169334.444898,5.228745308419473,0.7450315572298563
2,14,0,15,46,131,172,144,1.0045272409915924,167090.431925,5.222951581663908,0.6613254353515124
3,3,0,15,47,97,124,103,1.374029915779829,152228.103177,5.182494835930114,0.49481506971891004
4,1,1,15,48,93,94,78,1.720715768635273,151850.987026,5.181417619162102,0.48982448217871594
5,5,1,15,49,81,72,59,2.158866535872221,146930.969286,5.16711334359477,0.4111251255917503
6,10,0,15,50,48,57,47,2.4987434409558773,117399.401645,5.069665883428317,0.3890447883557437
7,6,1,15,51,38,35,29,2.843618907034397,100826.255603,5.003573639041263,0.34195818087407104
8,9,1,15,52,30,23,19,3.1534211970865726,91383.088534,4.960865832102332,0.338237820824166
9,4,0,15,53,17,25,20,3.5174211114645004,49575.184037,4.695264335103365,0.31555884372192267
10,13,1,15,54,14,12,10,3.8551327511668205,46065.989838,4.6633804074549605,0.30844641384061505
11,11,1,15,55,10,10,8,4.195163793861866,30515.994923,4.484527533969,0.3027639123696001
12,15,1,15,56,4,6,5,4.65895039960742,9789.005685,3.9907385807256817,0.2547483234114761
13,8,0,15,57,2,0,0,5.020926330238581,1455.654985,3.16305845199188,0.23941717187618694
14,12,0,15,58,2,0,0,5.404355067759752,1455.654985,3.16305845199188,0.23001293234299802
15,2,0,15,59,1,0,0,5.824562385678291,1039.134835,3.016671903954812,0.21180481270703028
./input/Dataset_preproc/01_istance_K3_N15_M45_10.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,15,44,302,406,338,0.001301,29837.869043,4.474767803522052,0
1,7,1,15,44,126,260,219,0.54548105224967,29473.300008,4.469428764795571,0.6897682274353341
2,11,0,15,45,108,174,146,0.9774254858493805,26327.088681,4.420402836330418,0.6109490649730029
3,13,0,15,46,108,174,145,1.344195120036602,26327.088681,4.420402836330418,0.510336482415026
4,15,0,15,47,71,117,97,1.7308986335992813,21234.87048,4.32704961639838,0.4233534907566197
5,3,0,15,48,29,51,43,2.107877653092146,16730.101741,4.223498582051488,0.33134937704391293
6,4,0,15,49,25,43,36,2.4579784721136093,15141.014097,4.180154963802233,0.31555884372192267
7,5,1,15,50,1,0,0,2.8544284366071224,591.033491,2.771612090939444,0.3083438441938127
8,9,0,15,51,1,0,0,3.2504473328590393,591.033491,2.771612090939444,0.2966103420089366
9,6,0,15,52,1,0,0,3.6875368393957615,591.033491,2.771612090939444,0.2884467699377695
10,2,1,15,53,0,0,0,4.052799504250288,0,0,0.2524423490295093
./input/Dataset_preproc/02_instance_K3_N30_M90_01.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,30,90,50500,3486,2869,0.004997,1644808734.247748,9.216115403507745,0
1,7,1,30,90,37051,3255,2677,0.491290882229805,1640231501.270059,9.21490514843108,0.6897682274353341
2,3,0,30,91,31459,2277,1854,0.8852923028171062,1601170298.877072,9.20443752550412,0.682099283011367
3,25,1,30,92,21451,2207,1838,1.2953177355229855,1576717311.535846,9.197753835976274,0.6373653750487593
4,22,1,30,93,18513,1724,1415,1.7800286039710045,1478262732.794122,9.169751628417574,0.5974025804503137
5,29,0,30,94,17101,1021,829,2.142566878348589,1467816674.332352,9.166671816957695,0.5708262166518064
6,15,0,30,95,15423,870,694,2.4983474239706993,1428859151.326131,9.154989420661769,0.4865056689357839
7,9,1,30,96,14607,731,585,2.9010906480252743,1405568153.212511,9.14785190853223,0.43716594443151696
8,4,1,30,97,11827,574,459,3.268873769789934,510782276.06202,8.70823581901031,0.4188029106386355
9,12,1,30,98,9554,419,332,3.672552652657032,488568409.317983,8.688925382198564,0.41659983279088086
10,27,0,30,99,5036,422,335,4.055393535643816,323483370.470751,8.509851959507278,0.36469219678724907
11,23,1,30,100,1521,229,186,4.491924658417702,111229956.587405,8.046221767718318,0.3622276624303176
12,26,0,30,101,252,51,42,4.85021573677659,49722451.602841,7.69655253371331,0.3385205430734109
13,21,1,30,102,228,32,26,5.190889474004507,47852017.70882,7.679900254784376,0.31720047927566053
14,24,1,30,103,132,31,25,5.573426492512226,27745933.495308,7.443199340973618,0.30551175533879144
15,19,0,30,104,132,31,25,5.899700924754143,27745933.495308,7.443199340973618,0.2998071207412234
16,1,1,30,105,66,31,25,6.246124181896448,19324187.705129,7.286101247346144,0.298486793827655
17,30,0,30,106,44,24,20,6.606894917786121,12975733.999281,7.113131933982638,0.29824818403552056
18,6,0,30,107,32,18,15,6.900359373539686,12779550.841166,7.1065155900797325,0.2884467699377695
19,13,1,30,108,20,12,10,7.223723046481609,10338024.357458,7.014437551075737,0.28068623659495967
20,8,0,30,109,20,12,10,7.636971432715654,10338024.357458,7.014437551075737,0.267551790830342
21,20,1,30,110,10,12,10,7.973107572644949,5498046.549376,6.740208412490271,0.26591379354843303
22,10,0,30,111,0,0,0,8.254814308136702,0,0,0.26052106363107835
./input/Dataset_preproc/02_instance_K3_N30_M90_02.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,30,90,48499,4591,3768,0.009677,468287560.692809,8.670512621599668,0
1,7,1,30,90,39443,3703,3067,0.633028581738472,463667177.546454,8.666206353788883,0.7450315572298563
2,22,1,30,91,31415,1632,1329,1.1146744638681412,442736824.203306,8.646145645500862,0.5974025804503137
3,28,0,30,92,27295,1539,1240,1.4963661022484303,409046617.22949,8.61177280544459,0.5862451421216243
4,23,1,30,93,17878,1357,1107,1.8832434080541134,368462497.918096,8.566393291988707,0.5503280806062986
5,15,0,30,94,16702,864,695,2.3185338489711285,347485459.216754,8.540936635936054,0.5110074052158659
6,30,1,30,95,15733,668,528,2.728882312774658,323861070.999113,8.510358747743602,0.4793171742040026
7,11,0,30,96,11902,441,357,3.1312994062900543,302592598.894182,8.480858301417753,0.46194073589389406
8,3,0,30,97,5492,501,407,3.4760370813310146,230541863.502084,8.362749799301024,0.4417991693918839
9,29,0,30,98,3758,434,349,3.815491743385792,189030573.9944,8.276532053079022,0.40359197349209747
10,24,1,30,99,1368,429,352,4.2325730957090855,88279931.692325,7.9458619884490895,0.39105504683365305
11,26,0,30,100,864,344,285,4.6040678434073925,68054771.905839,7.832858582731345,0.3868806206553267
12,13,1,30,101,667,236,195,5.00176403298974,58546506.146897,7.767500982988267,0.3723092050171486
13,6,0,30,102,461,256,211,5.36641663312912,46323030.541274,7.665796964024628,0.369211865520345
14,18,0,30,103,31,32,27,5.762662455439568,2292932.573549,6.360391283964065,0.35337781879393176
15,10,0,30,104,0,0,0,6.027267128229141,0,0,0.3473614181747711
./input/Dataset_preproc/02_instance_K3_N30_M90_03.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
