./input/Dataset_preproc/01_istance_K3_N15_M45_01.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
2,7,1,15,37,126,206,174,10.387141659855843,29473.300008,4.469428764795571,29473.300008
3,1,0,15,33,121,196,164,15.210247192531824,28545.056642,4.455530909114768,28545.056642
4,5,0,15,27,111,168,140,19.246382538229227,25693.962716,4.40983108959035,25693.962716
5,9,1,15,25,100,117,95,23.054080240428448,24400.08108,4.387391269475536,24400.08108
6,14,0,15,24,50,91,74,26.527373757213354,22672.418421,4.355497847911086,22672.418421
7,4,0,15,23,44,68,55,29.701237235218287,20933.22503,4.320836142091019,20933.22503
8,11,0,15,18,34,45,36,32.598069563508034,19195.848493,4.283207313519514,19195.848493
9,3,0,15,15,20,19,15,35.270388912409544,16791.959507,4.225101378295422,16791.959507
10,15,0,15,14,12,13,10,37.452713798731565,13451.300046,4.128764260213458,13451.300046
11,6,0,15,13,8,6,5,39.26890618726611,10925.776014,4.038452292931178,10925.776014
12,12,1,15,13,4,6,5,40.85207115858793,7965.433806,3.901209432920792,7965.433806
13,8,1,15,14,2,6,5,42.18903800845146,5454.965951,3.736792044138116,5454.965951
14,2,0,15,15,1,0,0,43.178216613829136,3364.366613,3.5269033145122104,3364.366613
15,10,1,15,15,1,0,0,43.82428963109851,3364.366613,3.5269033145122104,3364.366613
./input/Dataset_preproc/02_instance_K3_N30_M90_01.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,30,90,50500,3486,2869,0.007789,1644808734.247748,9.216115403507745,0
1,7,1,30,90,37051,3255,2677,9.791679870337248,1640231501.270059,9.21490514843108,1640231501.270059
2,8,0,30,86,36997,3280,2681,19.15059084072709,1630032268.034358,9.212196201760126,1630032268.034358
3,29,0,30,80,34899,2402,1957,27.33732633665204,1621013508.358891,9.209786633960965,1621013508.358891
4,25,1,30,74,23695,1923,1557,35.43259193375707,1596268029.408968,9.203105815536064,1596268029.408968
5,9,1,30,65,22393,1953,1586,43.66780284419656,1569320748.330716,9.195711716686798,1569320748.330716
6,3,0,30,58,18631,1505,1226,51.385894030332565,1533870856.147719,9.18578879584279,1533870856.147719
7,15,0,30,52,16889,1075,868,58.673934400081635,1494893590.245979,9.174610279741566,1494893590.245979
8,12,1,30,46,13682,785,637,67.12460847944021,1405773716.126046,9.147915419014655,1405773716.126046
9,22,1,30,45,11680,555,442,74.31102218478918,1328850013.498973,9.123475965152153,1328850013.498973
10,21,1,30,42,9214,370,295,81.5613845475018,1239956418.14269,9.093406420893876,1239956418.14269
11,2,1,30,39,7450,340,273,88.40981987863779,1094917049.986747,9.039381218630385,1094917049.986747
12,26,1,30,37,6562,307,248,94.89152420684695,1007075558.742046,9.003062055969396,1007075558.742046
13,11,0,30,35,4898,191,155,101.04135907068849,956717838.59643,8.980783871727613,956717838.59643
14,27,0,30,32,3418,201,159,106.55985771492124,905272572.730008,8.956779362641065,905272572.730008
15,19,1,30,30,2242,144,117,111.81986698508263,797824062.002858,8.901907130291043,797824062.002858
16,4,0,30,29,1204,92,74,116.88769708201289,749174047.552632,8.874582724389393,749174047.552632
17,16,1,30,28,580,96,77,121.03077553585172,721190487.18971,8.858049989558596,721190487.18971
18,13,0,30,28,268,38,31,124.85725083947182,668125481.902397,8.824858035798842,668125481.902397
19,14,0,30,27,190,48,38,128.70176243036985,663689008.379054,8.82196462517579,663689008.379054
20,23,0,30,27,162,41,32,132.43914812803268,625883212.990182,8.79649330336109,625883212.990182
21,20,1,30,26,140,23,18,135.7609217762947,598863756.603336,8.777328030259913,598863756.603336
22,10,0,30,25,112,17,13,138.80515322461724,565361528.229025,8.75232625224988,565361528.229025
23,18,0,30,25,84,16,12,141.47173967957497,513424502.247648,8.71047659074179,513424502.247648
24,17,0,30,25,48,5,4,143.7513425759971,457642318.43383,8.660526177088567,457642318.43383
25,6,0,30,25,32,0,0,145.8616038300097,356063202.892626,8.551527094128016,356063202.892626
